id,subject,body,text,category,category_id,accepted,reason
spam_1277,Inheritance claim from late relative,Invoice INV-6789 for $1000 ready. View: scam-delivery.com Dispute within 2hrshrs.,Inheritance claim from late relative Invoice INV-6789 for $1000 ready. View: scam-delivery.com Dispute within 2hrshrs.,verify_code,5,false,This is not a verify_code message because it contains no authentication or one-time passcode; instead it uses a deceptive financial lure and urgent payment/dispute language. The correct classification is spam.
updates_321,Policy update: Privacy Policy changes,Thank you! $156.50 payment applied to account. Receipt: service.com/status.,Policy update: Privacy Policy changes Thank you! $156.50 payment applied to account. Receipt: service.com/status.,spam,3,false,"This is not spam because it contains a legitimate account-related notification about a payment being applied and references a receipt/status link. The correct classification is updates, since it provides transactional information about the user’s account."
verify_code_717,Apple withdrawal auth: 983866,PIN 725084 required for account verification on GitHub.,Apple withdrawal auth: 983866 PIN 725084 required for account verification on GitHub.,updates,4,false,"This email contains a one-time PIN/code for account verification, which makes it a verify_code message, not a general updates email. The correct classification is verify_code because its primary purpose is to authenticate access."
spam_399,Suspicious activity on Facebook account,Invoice INV-6789 for $1000 ready. View: scam-delivery.com Dispute within 6hrshrs.,Suspicious activity on Facebook account Invoice INV-6789 for $1000 ready. View: scam-delivery.com Dispute within 6hrshrs.,spam,3,true,"This email is spam because it uses an alarming, misleading subject about Facebook account activity while the body contains an unrelated fake invoice and a suspicious link. The urgent language and mismatched content are common phishing/spam indicators."
updates_459,"Appointment reminder: Dentist, Sep 1 2-4AM PST",Yesterday's payment processing issue fixed. All systems operational. Apologies for inconvenience.,"Appointment reminder: Dentist, Sep 1 2-4AM PST Yesterday's payment processing issue fixed. All systems operational. Apologies for inconvenience.",verify_code,5,false,"This email is not a verification code message because it contains no one-time code or login/authentication request. It is a status/update notification about a resolved payment processing issue, so the correct classification is updates."
updates_1931,Important: Payment due date changed,Confirm/cancel: service.com/status Address (same building).,Important: Payment due date changed Confirm/cancel: service.com/status Address (same building).,updates,4,true,"The email communicates a change to the payment due date, which is a routine account or billing update rather than a promotional, personal, or transactional message requiring a new action. Even though it includes a confirm/cancel link, the main purpose is to inform the recipient of an update."
promotions_1142,FLASH SALE: 30% off home decor,Deal ends {time}! {items} at lowest prices. Shop now: example.com/3927 Use code: VIP25.,FLASH SALE: 30% off home decor Deal ends {time}! {items} at lowest prices. Shop now: example.com/3927 Use code: VIP25.,updates,4,false,"This email is promotional because it advertises a flash sale, discount code, and urges the recipient to shop now. The correct classification is promotions, not updates."
spam_2123,PayPal: Password expiration,"Dear Winner, Your email won $10000 in our annual lottery! Click here: phishing-site.com. Claim before 2hrs expire. Unsubscribe: remove@spam.com","PayPal: Password expiration Dear Winner, Your email won $10000 in our annual lottery! Click here: phishing-site.com. Claim before 2hrs expire. Unsubscribe: remove@spam.com",spam,3,true,The proposed category 'spam' is correct because the email content matches the expected patterns of a spam message.
verify_code_633,Verification required: 776979,"For login confirmation, enter: 995304. Do not share this number.","Verification required: 776979 For login confirmation, enter: 995304. Do not share this number.",verify_code,5,true,The email contains a one-time verification code for login confirmation and explicitly instructs the recipient not to share it. That matches the verify_code category.
verify_code_1533,Temporary security pass: 995304,"For login confirmation, enter: 528905. Do not share this number.","Temporary security pass: 995304 For login confirmation, enter: 528905. Do not share this number.",verify_code,5,true,This email provides a one-time security code for login confirmation and instructs the recipient not to share it. That matches the verify_code category.
updates_362,Security notice: Suspicious login blocked,Our service will be unavailable during this window. Updates include security patches and performance improvements.,Security notice: Suspicious login blocked Our service will be unavailable during this window. Updates include security patches and performance improvements.,promotions,1,false,This email is not promotional because it doesn’t advertise or sell anything; it provides a service/security notice about availability and system changes. The correct classification is updates.
forum_1096,Wiki Edit Approved: techsupport,report per report #5966. Details: support.site/ticket/456.,Wiki Edit Approved: techsupport report per report #5966. Details: support.site/ticket/456.,social_media,2,false,This is not social media content; it’s an automated notification about a wiki/forum-style edit approval tied to a report or ticket. The correct classification is forum.
forum_337,"New thread in ""Career Advice"" matches alert",Revised rules effective immediately. Key changes: citation requirements for news posts. Review: wiki.site/page/789.,"New thread in ""Career Advice"" matches alert Revised rules effective immediately. Key changes: citation requirements for news posts. Review: wiki.site/page/789.",forum,0,true,"This email is a forum notification because it alerts the recipient about a new thread in “Career Advice” that matches an alert. The body discusses updated posting rules and links to a page for review, which is typical of forum/community activity rather than personal or transactional email."
forum_955,Thread Locked: {reason},"Trending: ""linux"" (258 comments). View: forum.com/thread/123.","Thread Locked: {reason} Trending: ""linux"" (258 comments). View: forum.com/thread/123.",verify_code,5,false,"This email is a forum/community notification about a discussion thread being locked and links to a thread with comments, not a message containing or requesting a verification code. The correct classification is forum."
social_media_1747,New follower: Mike Chen,"Alex: ""Check this out"" Lisa: ""Amazing post!"" Reply: platform.com/messages/group.","New follower: Mike Chen Alex: ""Check this out"" Lisa: ""Amazing post!"" Reply: platform.com/messages/group.",promotions,1,false,"This email is a social media notification about a new follower and interactions on a post, not a marketing or sales message. The correct classification is social_media."
social_media_2242,Your post is featured on #FoodChallenge,"Your group ""Tech Enthusiasts"" is live streaming. Join: social.com/live/conference.","Your post is featured on #FoodChallenge Your group ""Tech Enthusiasts"" is live streaming. Join: social.com/live/conference.",social_media,2,true,"This email is a social media notification because it alerts the user about activity on a social platform, including a featured post and a group live stream. It is not transactional or promotional; its main purpose is to drive engagement with social content."
verify_code_1644,Two-step verification code: 555748,PIN 143774 required for transaction authorization on LinkedIn.,Two-step verification code: 555748 PIN 143774 required for transaction authorization on LinkedIn.,verify_code,5,true,"The email contains one-time PINs for two-step verification and transaction authorization, which are used to confirm identity or approve an action. That matches the verify_code category."
updates_82,Service Interruption: Network Outage,Some features temporarily unavailable. Estimated resolution: 2 hours. Status page: service.status.com.,Service Interruption: Network Outage Some features temporarily unavailable. Estimated resolution: 2 hours. Status page: service.status.com.,updates,4,true,"This email provides a service status notification about a temporary network outage and estimated resolution time. It is an informational operational update, so the updates category is appropriate."
promotions_176,Wine Club Exclusive: Rare Vintage Access,Limited allocation Burgundy Pinot Noir from boutique vineyard: wineclub.com/exclusive-access Code: VINORARE. Member-only pricing with complimentary tasting notes. Allocation released to public next month.,Wine Club Exclusive: Rare Vintage Access Limited allocation Burgundy Pinot Noir from boutique vineyard: wineclub.com/exclusive-access Code: VINORARE. Member-only pricing with complimentary tasting notes. Allocation released to public next month.,spam,3,false,"This email is not spam because it is a legitimate marketing offer for a wine club promotion, featuring member-only pricing, a discount code, and product access details. The correct classification is promotions."
social_media_137,Your Post Trending Locally,"""Park renovation idea"" - 120+ shares. Analytics: social.com/insights/post-3344.","Your Post Trending Locally ""Park renovation idea"" - 120+ shares. Analytics: social.com/insights/post-3344.",forum,0,false,"This email is a social media notification because it reports engagement on a post (“120+ shares”) and links to post analytics, which are typical social platform features. The correct classification is social_media, not forum."
forum_1209,AMA session: AI Researcher,post per report #9377. Details: forum.com/thread/123.,AMA session: AI Researcher post per report #9377. Details: forum.com/thread/123.,promotions,1,false,This is not a promotional email; it’s a forum-style post/update referencing a report and linking to a discussion thread. The correct classification is forum.
promotions_809,New arrivals: Fall fashion live,"As our loyal customer, get exclusive $60 off $50+: example.com/1107 Offer code: SAVE50.","New arrivals: Fall fashion live As our loyal customer, get exclusive $60 off $50+: example.com/1107 Offer code: SAVE50.",promotions,1,true,This email is a marketing message promoting new fall fashion arrivals and offering a discount code to encourage a purchase. Its sales-focused content and promotional offer clearly place it in the promotions category.
forum_531,"Your post was moved to ""Career Advice""",{event} starts {time}. Prepare: forum.com/thread/123.,"Your post was moved to ""Career Advice"" {event} starts {time}. Prepare: forum.com/thread/123.",promotions,1,false,"This is not a promotional message; it’s a forum notification about a post being moved to the ""Career Advice"" section, with a link to the discussion thread. The correct classification is forum."
forum_1581,Forum digest: techsupport discussions,User: TechGuru99 posted helpful solution. View: wiki.site/page/789.,Forum digest: techsupport discussions User: TechGuru99 posted helpful solution. View: wiki.site/page/789.,forum,0,true,"This email is a forum digest because it summarizes activity from a discussion forum, mentioning a user post and linking to the discussion thread. It is not a direct personal message or transactional notice, but a roundup of forum content."
